mechanism,efficiency_ratio,revenue_ratio,runtime,welfare,revenue,winner_id,topology_name,seed,instance_id,num_bidders
LIA,0.8693072651534253,0.7327935396968108,9.107589721679688e-05,86.90785278444407,73.26007226929383,142,STARLINK-200,0,15,200
VCG,1.0,0.6708480166705316,1.2159347534179688e-05,99.97368740396479,67.06714991418949,142,STARLINK-200,0,15,200
HoldBack,0.8395260730281285,0.5891191677119468,1.3113021850585938e-05,83.93051719239224,58.896415516518076,142,STARLINK-200,0,15,200
LIA,0.9136776478710739,0.7534865119625926,9.226799011230469e-05,91.12029085907213,75.14456579779137,114,STARLINK-200,0,16,200
VCG,1.0,0.6580889980366912,1.2874603271484375e-05,99.7291452531296,65.6306532746877,193,STARLINK-200,0,16,200
HoldBack,0.9487549191527843,0.7318903372047605,1.4066696166992188e-05,94.61851714180926,72.99079774845556,193,STARLINK-200,0,16,200
LIA,0.8938409076086594,0.793587404724514,9.107589721679688e-05,89.25708584764314,79.24598047387246,113,STARLINK-200,0,17,200
VCG,1.0,0.7357053753962165,1.2159347534179688e-05,99.85791105313966,73.46600193763211,113,STARLINK-200,0,17,200
HoldBack,0.807628095325061,0.5552808157222537,1.3113021850585938e-05,80.64805450698654,55.44918230590765,113,STARLINK-200,0,17,200
LIA,0.9204074101637846,0.7850378831023248,9.107589721679688e-05,91.99975258107685,78.46882827609377,132,STARLINK-200,0,18,200
VCG,1.0,0.7083280436091527,1.1920928955078125e-05,99.95546707376648,70.8012604404001,132,STARLINK-200,0,18,200
HoldBack,0.869373531560839,0.6390131060699902,1.3113021850585938e-05,86.89863740873352,63.87285348348416,132,STARLINK-200,0,18,200
LIA,0.9717694304667294,0.8153898050168221,9.179115295410156e-05,96.93443644662148,81.33549868476986,167,STARLINK-200,0,19,200
VCG,1.0,0.7611065832800218,1.1920928955078125e-05,99.75044841662185,75.92072297502511,167,STARLINK-200,0,19,200
HoldBack,0.8853712355681402,0.5955911494791777,1.2874603271484375e-05,88.31617776310053,59.41048423351923,167,STARLINK-200,0,19,200
LIA,0.9534254324732624,0.7667666545250845,9.393692016601562e-05,95.01177306979226,76.41065247046906,161,STARLINK-200,0,20,200
VCG,1.0,0.7178258782733791,1.3113021850585938e-05,99.65307179117727,71.53355378114192,161,STARLINK-200,0,20,200
HoldBack,0.9485287683877507,0.5226655221273346,1.621246337890625e-05,94.52380545214147,52.08522479932843,161,STARLINK-200,0,20,200
LIA,0.9489032861899417,0.661985329646091,9.179115295410156e-05,94.77174268873948,66.11580362087773,177,STARLINK-200,0,21,200
VCG,1.0,0.5546960815217955,1.2159347534179688e-05,99.87502843337087,55.40028691386873,177,STARLINK-200,0,21,200
HoldBack,0.9460903108982291,0.5483456648747063,1.3113021850585938e-05,94.49079670149733,54.766038870676944,177,STARLINK-200,0,21,200
LIA,0.9761099604583001,0.783572044447936,9.226799011230469e-05,97.21989492093877,78.0432481074635,68,STARLINK-200,0,22,200
VCG,1.0,0.7446382563796355,1.2159347534179688e-05,99.59932677594273,74.16546902702353,68,STARLINK-200,0,22,200
HoldBack,0.9164209105537283,0.6337684374448036,1.3113021850585938e-05,91.27490573454777,63.12290970134361,68,STARLINK-200,0,22,200
LIA,0.8656893496710565,0.7755597295406076,9.179115295410156e-05,86.43702445681484,77.43779605870728,73,STARLINK-200,0,23,200
VCG,1.0,0.5500296612277126,1.1920928955078125e-05,99.84762373437893,54.919154657012555,73,STARLINK-200,0,23,200
HoldBack,0.8027479013905316,0.5973882839065239,1.2636184692382812e-05,80.15247041160413,59.64780059482493,73,STARLINK-200,0,23,200
LIA,0.9327247609913516,0.7500184671564466,9.226799011230469e-05,92.92373418597245,74.7214179267,11,STARLINK-200,0,24,200
VCG,1.0,0.57582511945332,1.2159347534179688e-05,99.62610415446456,57.36721332541346,11,STARLINK-200,0,24,200
HoldBack,0.8296471671679423,0.6199079890498818,1.3113021850585938e-05,82.65451508772989,61.75901788326819,11,STARLINK-200,0,24,200
LIA,0.9054165178130895,0.6762029108867229,9.083747863769531e-05,90.32824638763412,67.46091101821544,15,STARLINK-200,0,25,200
VCG,1.0,0.7247462770436215,1.1920928955078125e-05,99.76430141324317,72.3038060311057,15,STARLINK-200,0,25,200
HoldBack,0.8684360066080004,0.632786158141166,2.2172927856445312e-05,86.63891152135379,63.129469010923444,15,STARLINK-200,0,25,200
LIA,0.918013141279135,0.8348475401628266,9.417533874511719e-05,91.43358911674481,83.15034233171487,153,STARLINK-200,0,26,200
VCG,1.0,0.7562597276558405,1.2874603271484375e-05,99.59943382656122,75.3230407003511,153,STARLINK-200,0,26,200
HoldBack,0.9265827448498448,0.6682522752407631,1.4066696166992188e-05,92.28711678050558,66.55754826729137,153,STARLINK-200,0,26,200
LIA,0.8538040741917532,0.7083859942146147,9.322166442871094e-05,84.95816662283818,70.4882737725772,32,STARLINK-200,0,27,200
VCG,1.0,0.686293376808155,1.2159347534179688e-05,99.50545937985028,68.28993772864415,121,STARLINK-200,0,27,200
HoldBack,0.8416001309074331,0.6377488208363136,1.3113021850585938e-05,83.74380764008626,63.459489386275216,121,STARLINK-200,0,27,200
LIA,0.9276295915828091,0.7415090814746824,9.322166442871094e-05,92.6163493863587,74.03371430382668,98,STARLINK-200,0,28,200
VCG,1.0,0.6351908723372218,1.1920928955078125e-05,99.841952247694,63.41869674406399,98,STARLINK-200,0,28,200
HoldBack,0.8701721444271457,0.5778539384702897,1.3113021850585938e-05,86.87968569116858,57.69406533089256,98,STARLINK-200,0,28,200
LIA,0.8585723154477073,0.7730094897138589,9.274482727050781e-05,85.8514228007798,77.29571910996651,64,STARLINK-200,0,29,200
VCG,1.0,0.7623105910745848,1.2874603271484375e-05,99.99323441498589,76.22590163034741,64,STARLINK-200,0,29,200
HoldBack,0.8529384339639653,0.560061389379997,1.3828277587890625e-05,85.28807276890974,56.00234979505674,64,STARLINK-200,0,29,200
LIA,0.9218730211583502,0.7651477864985361,9.202957153320312e-05,91.58885132199333,76.01806891898319,115,STARLINK-200,0,30,200
VCG,1.0,0.603584969835744,1.3113021850585938e-05,99.35083164372277,59.96666872083248,115,STARLINK-200,0,30,200
HoldBack,0.8706543626156565,0.6148603779684129,1.2874603271484375e-05,86.50023500010084,61.086889895935535,115,STARLINK-200,0,30,200
LIA,0.8779849406242718,0.7937407899003946,9.202957153320312e-05,87.54681778835611,79.14655148320283,21,STARLINK-200,0,31,200
VCG,1.0,0.5711951559324386,1.2636184692382812e-05,99.71334784638547,56.95578127166164,21,STARLINK-200,0,31,200
HoldBack,0.8859985569654535,0.6426921991464754,1.3113021850585938e-05,88.34588230209184,64.08499081165094,21,STARLINK-200,0,31,200
LIA,0.9151516617132124,0.7237795887041187,9.202957153320312e-05,90.83866041669367,71.84292071518013,52,STARLINK-200,0,32,200
VCG,1.0,0.5764042613154341,1.3113021850585938e-05,99.26077197591368,57.21433194837627,52,STARLINK-200,0,32,200
HoldBack,0.9098360375308834,0.580254952637725,1.2874603271484375e-05,90.31102745682186,57.596554541667814,52,STARLINK-200,0,32,200
LIA,0.9656234860239818,0.8327216047762289,9.322166442871094e-05,96.45139161603296,83.1764748599008,41,STARLINK-200,0,33,200
VCG,1.0,0.6651751095342894,1.3113021850585938e-05,99.88509290839426,66.44107761618382,41,STARLINK-200,0,33,200
HoldBack,0.9210172568528867,0.5907978115885346,1.3113021850585938e-05,91.995894270985,59.011894300596786,41,STARLINK-200,0,33,200
LIA,0.8684404768495014,0.7883258981197597,9.179115295410156e-05,86.76142997079829,78.75759367183102,75,STARLINK-200,0,34,200
VCG,1.0,0.6339803204059766,1.1920928955078125e-05,99.9048665782466,63.337719323393124,75,STARLINK-200,0,34,200
HoldBack,0.8390988197671182,0.7391271865586863,1.2874603271484375e-05,83.83005563479813,73.84240295750033,75,STARLINK-200,0,34,200
LIA,0.9455007118404504,0.6539597460236315,9.131431579589844e-05,94.53913121574607,65.38840792493953,96,STARLINK-200,0,35,200
VCG,1.0,0.7218538332547133,1.2159347534179688e-05,99.98842944467205,72.17703107575497,96,STARLINK-200,0,35,200
HoldBack,0.867583107214839,0.6310224918886144,1.2874603271484375e-05,86.74827230314028,63.09494790820586,96,STARLINK-200,0,35,200
LIA,0.9571817560117852,0.8332497606565269,9.202957153320312e-05,95.6578280067137,83.27244203193528,116,STARLINK-200,0,36,200
VCG,1.0,0.6019186620897767,1.3113021850585938e-05,99.93695283671487,60.15391694480453,121,STARLINK-200,0,36,200
HoldBack,0.8808947395751392,0.5694895392827463,1.4066696166992188e-05,88.0339360430309,56.91304922830229,121,STARLINK-200,0,36,200
LIA,0.9583806382092234,0.7263218435965451,0.00011086463928222656,95.0036482878037,71.9998111624322,192,STARLINK-200,0,37,200
VCG,1.0,0.7560373512999728,1.4066696166992188e-05,99.1293485074179,74.94549008164014,192,STARLINK-200,0,37,200
HoldBack,0.8499976722747863,0.6100331761544174,1.2874603271484375e-05,84.25971548542128,60.472191320098304,192,STARLINK-200,0,37,200
LIA,0.9515059020410884,0.6937561364525388,9.393692016601562e-05,94.92428535327805,69.21061164302135,99,STARLINK-200,0,38,200
VCG,1.0,0.7678219089336666,1.2159347534179688e-05,99.76216137982398,76.59957319000496,174,STARLINK-200,0,38,200
HoldBack,0.8079457662230553,0.6955487712670185,1.2874603271484375e-05,80.60241591608998,69.38944876667858,174,STARLINK-200,0,38,200
LIA,0.9761633217828184,0.7666323422867471,9.298324584960938e-05,97.3593463700638,76.46140977195489,19,STARLINK-200,0,39,200
VCG,1.0,0.6654028544164444,1.3828277587890625e-05,99.73673892218294,66.36511076900823,19,STARLINK-200,0,39,200
HoldBack,0.8986636197539303,0.7039597927944234,1.3113021850585938e-05,89.62977882226163,70.21065406565141,19,STARLINK-200,0,39,200
LIA,0.9714963465841892,0.7474933148100691,9.179115295410156e-05,96.98868083396364,74.62548962797632,140,STARLINK-200,0,40,200
VCG,1.0,0.5777642831750044,1.1920928955078125e-05,99.83432379851845,57.680706525712296,140,STARLINK-200,0,40,200
HoldBack,0.8434366858895028,0.7179754121291179,1.1920928955078125e-05,84.20393120264193,71.67858977387309,140,STARLINK-200,0,40,200
LIA,0.8670119386222058,0.8095243029369068,9.894371032714844e-05,86.4969470429666,80.76172615616011,158,STARLINK-200,0,41,200
VCG,1.0,0.6021483300031395,1.1920928955078125e-05,99.76442444428325,60.07298157284955,111,STARLINK-200,0,41,200
HoldBack,0.873751593936269,0.7141206124695383,1.3113021850585938e-05,87.16932487632697,71.24383188682253,111,STARLINK-200,0,41,200
LIA,0.9668551480020788,0.6636268527552968,9.179115295410156e-05,96.55717461132186,66.2745955592899,80,STARLINK-200,0,42,200
VCG,1.0,0.6255196998183743,1.1920928955078125e-05,99.86726016906334,62.46893860263599,80,STARLINK-200,0,42,200
HoldBack,0.8480345061452783,0.6086114878049697,1.3113021850585938e-05,84.69088265755366,60.780361794499626,80,STARLINK-200,0,42,200
LIA,0.9000539885602673,0.7883816462321515,9.393692016601562e-05,89.80217069662193,78.6601515785437,92,STARLINK-200,0,43,200
VCG,1.0,0.5836982715956301,1.1920928955078125e-05,99.77420447885589,58.23803070413717,92,STARLINK-200,0,43,200
HoldBack,0.8811226966783642,0.7304260563886285,1.2874603271484375e-05,87.91331610934803,72.87767870680334,92,STARLINK-200,0,43,200
LIA,0.8947938698296407,0.7118108484000699,9.226799011230469e-05,89.0259124944568,70.8203447061328,114,STARLINK-200,0,44,200
VCG,1.0,0.6018444951090854,1.1920928955078125e-05,99.49320787301146,59.879439459115865,114,STARLINK-200,0,44,200
HoldBack,0.8613540681371973,0.5488756475491384,1.2159347534179688e-05,85.69887935343824,54.6093988980402,114,STARLINK-200,0,44,200
LIA,0.973114652418817,0.7866395701369994,9.131431579589844e-05,96.81685170501423,78.26412480579077,161,STARLINK-200,0,45,200
VCG,1.0,0.6028416609537783,1.1920928955078125e-05,99.49172121122825,59.9777544661271,161,STARLINK-200,0,45,200
HoldBack,0.8059593730047037,0.536800057040039,1.1920928955078125e-05,80.1862852465603,53.40716162119898,161,STARLINK-200,0,45,200
LIA,0.8861058293120534,0.8405650629892953,0.00010609626770019531,88.10582003179954,83.57768532258736,83,STARLINK-200,0,46,200
VCG,1.0,0.5716022899400348,1.1920928955078125e-05,99.43035822278962,56.834620449704516,83,STARLINK-200,0,46,200
HoldBack,0.940833649919796,0.5778095117161837,1.2159347534179688e-05,93.54742683957996,57.4518067344753,83,STARLINK-200,0,46,200
LIA,0.94846385625816,0.7616413915800416,0.00011110305786132812,94.2859046088708,75.71405817823496,52,STARLINK-200,0,47,200
VCG,1.0,0.6071267863786164,1.621246337890625e-05,99.4090644432605,60.35390583234153,52,STARLINK-200,0,47,200
HoldBack,0.8026224931112814,0.5959410226260209,1.3828277587890625e-05,79.78795114130979,59.241939522612675,52,STARLINK-200,0,47,200
LIA,0.8667353952200151,0.699570022775187,9.512901306152344e-05,86.54755017219652,69.8553122198626,123,STARLINK-200,0,48,200
VCG,1.0,0.6944304102547839,1.3113021850585938e-05,99.85463920072976,69.3420980660062,123,STARLINK-200,0,48,200
HoldBack,0.9378092384743297,0.6456339527996265,1.4066696166992188e-05,93.64460314696534,64.4695454125477,123,STARLINK-200,0,48,200
LIA,0.8555804901236564,0.7984594534007478,9.298324584960938e-05,84.48286590697616,78.8425445793691,17,STARLINK-200,0,49,200
VCG,1.0,0.7699431567806619,1.1920928955078125e-05,98.74332909901429,76.02675051752686,77,STARLINK-200,0,49,200
HoldBack,0.8637875210920002,0.6034032157462719,1.2874603271484375e-05,85.29325546680911,59.58204231183765,77,STARLINK-200,0,49,200
LIA,0.9202018182137065,0.7055064948421054,9.393692016601562e-05,91.99025580632848,70.52770560650991,5,STARLINK-200,0,50,200
VCG,1.0,0.7787566951480989,1.1920928955078125e-05,99.96747885686614,77.85034345686051,5,STARLINK-200,0,50,200
HoldBack,0.8676996819889228,0.7246158371196383,1.1920928955078125e-05,86.7417496133371,72.4380183766078,5,STARLINK-200,0,50,200
LIA,0.9389769979072278,0.6881160037459536,0.00010228157043457031,93.67117858024557,68.64559751141056,15,STARLINK-200,0,51,200
VCG,1.0,0.7970001588167756,1.4066696166992188e-05,99.75875744455713,79.50774552667623,15,STARLINK-200,0,51,200
HoldBack,0.8883472550140105,0.7035593118588268,1.2874603271484375e-05,88.6204183394808,70.18620273958423,15,STARLINK-200,0,51,200
LIA,0.9786027247023421,0.7405459987241866,9.393692016601562e-05,97.45385405820302,73.74704756212944,160,STARLINK-200,0,52,200
VCG,1.0,0.5814503230000184,1.2874603271484375e-05,99.58469519676147,57.903553188015344,160,STARLINK-200,0,52,200
HoldBack,0.8322185058108882,0.5670870168121374,1.3113021850585938e-05,82.87622623828156,56.47318771927745,160,STARLINK-200,0,52,200
LIA,0.9224635154940963,0.8278984691428176,9.298324584960938e-05,91.66722859947814,82.27009193683212,166,STARLINK-200,0,53,200
VCG,1.0,0.6984954472480813,1.3113021850585938e-05,99.37219961526468,69.41102901428991,166,STARLINK-200,0,53,200
HoldBack,0.9379410292580955,0.5892293423982908,1.2874603271484375e-05,93.20526318678228,58.55301583197409,166,STARLINK-200,0,53,200
LIA,0.8847302429731088,0.7741721600153518,9.393692016601562e-05,88.30902845718849,77.27371348787132,73,STARLINK-200,0,54,200
VCG,1.0,0.7861418858285392,1.2159347534179688e-05,99.81463746557223,78.46846733047691,73,STARLINK-200,0,54,200
HoldBack,0.8990268655455043,0.6670325309952587,1.3113021850585938e-05,89.73604065623427,66.57961025903482,73,STARLINK-200,0,54,200
LIA,0.968901826883769,0.7315661768666771,9.226799011230469e-05,96.34415413900403,72.74434060426245,30,STARLINK-200,0,55,200
VCG,1.0,0.6614900938906666,1.2159347534179688e-05,99.43644594919483,65.77622396708709,30,STARLINK-200,0,55,200
HoldBack,0.8190194897280102,0.58023419627272,1.3113021850585938e-05,81.44038722167642,57.69642629554683,30,STARLINK-200,0,55,200
LIA,0.9373214232076846,0.6503211894479289,9.298324584960938e-05,93.35302246030922,64.76908251727431,151,STARLINK-200,0,56,200
VCG,1.0,0.6573792625824132,1.1920928955078125e-05,99.59552843766035,65.47203504085492,151,STARLINK-200,0,56,200
HoldBack,0.8953494156769021,0.6367818451111512,1.1920928955078125e-05,89.17279819069148,63.42062436335349,151,STARLINK-200,0,56,200
LIA,0.9300988019174673,0.7241839087861404,9.298324584960938e-05,92.89186663348907,72.32650438254221,129,STARLINK-200,0,57,200
VCG,1.0,0.6741460237077759,1.1920928955078125e-05,99.87311718065396,67.32906482263863,129,STARLINK-200,0,57,200
HoldBack,0.8820372693601523,0.7383856090443128,1.2636184692382812e-05,88.09181156051054,73.7448724565912,129,STARLINK-200,0,57,200
LIA,0.9074541762112625,0.8016022178944331,9.322166442871094e-05,90.53309591115732,79.97266680531305,180,STARLINK-200,0,58,200
VCG,1.0,0.677352356727809,1.2159347534179688e-05,99.76602486876483,67.57675206622307,180,STARLINK-200,0,58,200
HoldBack,0.8449140722190428,0.5507280860383832,1.3113021850585938e-05,84.2937183409744,54.9439519276326,180,STARLINK-200,0,58,200
LIA,0.919985073979687,0.7048319786905655,9.202957153320312e-05,91.86985704544958,70.38463444113805,178,STARLINK-200,0,59,200
VCG,1.0,0.6364828177250466,1.2159347534179688e-05,99.86016039155656,63.55927626449301,178,STARLINK-200,0,59,200
HoldBack,0.905859178825454,0.6461545879109719,1.2159347534179688e-05,90.45924288967355,64.52510078652979,178,STARLINK-200,0,59,200
LIA,0.8522745192113145,0.7265482371728632,9.298324584960938e-05,84.7686574308983,72.26370991464444,77,STARLINK-200,0,60,200
VCG,1.0,0.7101676920589158,1.1920928955078125e-05,99.46168226329503,70.63447334122144,108,STARLINK-200,0,60,200
HoldBack,0.8134621756532575,0.6148918272218871,1.811981201171875e-05,80.90831644803299,61.15817554544024,108,STARLINK-200,0,60,200
LIA,0.8687506405595335,0.7107939208588197,0.00010395050048828125,85.958769867075,70.32969901083166,11,STARLINK-200,0,61,200
VCG,1.0,0.6709385379189756,1.3113021850585938e-05,98.9452736537976,66.3861972392719,11,STARLINK-200,0,61,200
HoldBack,0.8808507567238626,0.6072843977388198,1.2874603271484375e-05,87.15601917219728,60.08792091994919,11,STARLINK-200,0,61,200
LIA,0.8539908032821507,0.763320016007576,9.489059448242188e-05,85.27193944538524,76.21835965011377,151,STARLINK-200,0,62,200
VCG,1.0,0.6996500592084155,1.2874603271484375e-05,99.85112148474997,69.860843058832,151,STARLINK-200,0,62,200
HoldBack,0.8212703901772203,0.6504345124425761,1.4066696166992188e-05,82.00476950141362,64.94661551977778,151,STARLINK-200,0,62,200
LIA,0.8704509458698967,0.6950805312653918,9.393692016601562e-05,86.64565563406919,69.18908944349488,83,STARLINK-200,0,63,200
VCG,1.0,0.7403474237303529,1.3113021850585938e-05,99.54111262120429,73.69500628436151,83,STARLINK-200,0,63,200
HoldBack,0.8790481855703516,0.5738520033497346,1.2874603271484375e-05,87.50143443932366,57.121866893339636,83,STARLINK-200,0,63,200
LIA,0.9740599631883261,0.822474100949076,9.489059448242188e-05,96.65048603914438,81.60947438095997,138,STARLINK-200,0,64,200
VCG,1.0,0.7541947763561334,1.2874603271484375e-05,99.22436984555318,74.83450142474526,138,STARLINK-200,0,64,200
HoldBack,0.8321425653015511,0.5473227587464503,1.4066696166992188e-05,82.56882166370849,54.30775583874627,138,STARLINK-200,0,64,200
LIA,0.9544276086508855,0.7115085057105496,9.393692016601562e-05,94.9449114511205,70.7797128447459,57,STARLINK-200,0,65,200
VCG,1.0,0.7428994847497906,1.2159347534179688e-05,99.47837907301134,73.90243655708447,57,STARLINK-200,0,65,200
HoldBack,0.8971349548643388,0.5660425704108796,1.2874603271484375e-05,89.24553111964362,56.30899739079519,57,STARLINK-200,0,65,200
LIA,0.9785577843159472,0.7028050117799194,9.393692016601562e-05,97.57391161458166,70.07806304421355,71,STARLINK-200,0,66,200
VCG,1.0,0.5916667558103949,1.2159347534179688e-05,99.71195690072601,58.99625005495847,71,STARLINK-200,0,66,200
HoldBack,0.8819499923201,0.637972597627855,1.3113021850585938e-05,87.94095962281745,63.61349615851289,71,STARLINK-200,0,66,200
LIA,0.96417799759891,0.6713719470981412,9.417533874511719e-05,95.7599248845178,66.67910633077398,36,STARLINK-200,0,67,200
VCG,1.0,0.5642477916300459,1.1920928955078125e-05,99.31768316948582,56.03978339819495,100,STARLINK-200,0,67,200
HoldBack,0.9310656181659859,0.6532537680524846,1.3113021850585938e-05,92.47128007501084,64.87965076470944,100,STARLINK-200,0,67,200
LIA,0.91639507310074,0.7725773833025189,9.489059448242188e-05,91.54365102268049,77.17692558707881,65,STARLINK-200,0,68,200
VCG,1.0,0.590432984169137,1.2874603271484375e-05,99.89539851292614,58.98153824875215,65,STARLINK-200,0,68,200
HoldBack,0.8114759809579312,0.5486865715690482,1.2874603271484375e-05,81.06271650146019,54.81126372558124,65,STARLINK-200,0,68,200
LIA,0.945731287684865,0.7912819027936131,9.703636169433594e-05,94.37804910650065,78.96496949123409,145,STARLINK-200,0,69,200
VCG,1.0,0.7772146711828333,1.2874603271484375e-05,99.79372612017161,77.5611480325989,142,STARLINK-200,0,69,200
HoldBack,0.8948083388424796,0.5786367824483684,1.3113021850585938e-05,89.29625829649213,57.7443205907098,142,STARLINK-200,0,69,200
LIA,0.9780373167027547,0.8149893415742379,9.417533874511719e-05,97.06996577424582,80.88749390431472,80,STARLINK-200,0,70,200
VCG,1.0,0.7086002361866691,1.2874603271484375e-05,99.24975674905392,70.32840107384907,80,STARLINK-200,0,70,200
HoldBack,0.809113290963497,0.5187174903431951,1.4066696166992188e-05,80.30429731055357,51.482584738041844,80,STARLINK-200,0,70,200
LIA,0.8731818270134422,0.7412305746952531,9.393692016601562e-05,86.83018237993626,73.70880152935545,120,STARLINK-200,0,71,200
VCG,1.0,0.6085255626165966,1.2874603271484375e-05,99.44112405193192,60.51246596092865,120,STARLINK-200,0,71,200
